question_text,Subject,grade,chapter,question_id,total_attempt,3PL,learning_unit,learning_objective,competency_score,competency_score_range,Bloom_tag,Predicted_competency_score_range
Consider the following statements.Statement 1: If a and b are integers then a + b is also an integer.Statement 2: If a and b are integers then a + a is also an integer. Statement 3: If a and b are integers then b + b is also an integer.Which of the following statements is/are true?,Mathematics,7,Integers,13551,85,-0.356674943938732,Closure property for addition of integers,Describe how each condition contributes to the process of combustion.,0.588235294117647,50-60%,Understand,50-60%
Which of the following options shows the correct step for solving the equation − 12 + h = − 9?,Mathematics,7,Simple equations,5388,335,-0.355950043580783,Solution of a simple equation by balancing method,Apply the concept of mode of observations to identify the mode in a given data set.,0.588059701492537,50-60%,Apply,50-60%
"Mahima and her sister visited their village during summer vacations and observed various activities in the morning.While having a field trip in the evening, they encountered a snake crawling far away from them. Her friend told her that it was similar to one of the feeding modes they had seen earlier in the morning. Which organism’s feeding modes is Mahima’s sister talking about?",Biology,7,Nutrition in animals,16191,223,-0.353408746152111,"Ingestion, filter feeding, suction feeding, and phagocytosis",Students will apply the appropriate method of separation to a mixture of substances.,0.58744394618834,50-60%,Apply,50-60%
Select the odd one out:,Mathematics,6,Basic geometrical ideas,3279,63,-0.352821374622742,Definition and identification of parallel lines,Find the measure of unknown angles made by intersecting lines.,0.587301587301587,50-60%,Understand,50-60%
"In a competitive test, Manali got stuck on a question. The questions consist of a table as shown below with four blanks.Based on the data, what could be the correct identity of these four blanks?",Chemistry,7,Acids bases and salts,14360,126,-0.352821374622742,Comparison of acids and bases,Apply the closure property to demonstrate that the product of two integers is always an integer in practical multiplication calculations.,0.587301587301587,50-60%,Apply,50-60%
Fill in the blank with the correct option:The ______ of the sectors is a fraction of 360° in a pie chart.,Mathematics,8,Data Handling,11871,109,-0.352220593589352,Construction of circle graph/pie chart,Apply the law of quotient of powers with the same base to simplify expressions involving whole numbers.,0.587155963302752,50-60%,Apply,50-60%
"Rohan borrowed money from two friends, Nikhil and Shruti, to cover his education expenses. After graduation, he repaid both loans with interest. He paid ₹ 8,000 interest to Nikhil and repaid a total of ₹ 68,000. To Shruti, he paid ₹ 2,500 interest and repaid a total of ₹ 37,500.Choose the correct statement(s):I: Rohan borrowed ₹ 60,000 from Nikhil.II: Rohan borrowed ₹ 35,000 from Shruti.",Mathematics,7,Comparing Quantities,22288,46,-0.351397886837888,Definition of principal,Recall the definition of an equilateral triangle.,0.58695652173913,50-60%,Remember,50-60%
"The diagram shows a banyan tree with thick roots growing down from its branches. Identify the name and function of the additional roots in the banyan tree.
",Biology,6,Getting to know plants ,14815,184,-0.351397886837888,"Modification of Root - Storage of Food, Support, Parasitic",Identify common appliances and devices in daily life that use electricity.,0.58695652173913,70-80%,Remember,70-80%
"The diagram shows a banyan tree with thick roots growing down from its branches. Identify the name and function of the additional roots in the banyan tree.
",Biology,6,Getting to know plants ,14815,184,-0.351397886837888,"Modification of Root - Storage of Food, Support, Parasitic",Compare and contrast the effects of different storage conditions on a magnet's strength and longevity.,0.58695652173913,50-60%,Analyse,50-60%
Which property of materials can be used to sort them based on how they appear?,Chemistry,6,Sorting Materials into Groups ,14063,46,-0.351397886837888,Properties of materials-Appearance and Feel,Students will list the major types of nutrients and their primary sources in food.,0.58695652173913,50-60%,Remember,50-60%
How does prolonged exposure to loud noise levels contribute to heart-related problems in individuals?,Physics,8,Sound,19590,167,-0.350860974073312,Effects of noise pollution on human health,Explain the properties that differentiate bases from other substances.,0.586826347305389,50-60%,Understand,50-60%
The diagram shows part of the human digestive system.Which of the labelled parts does NOT produce digestive juice?,Biology,7,Nutrition in animals,630,346,-0.35036134878188,Absorption in the Small Intestine and large intestine,Students will demonstrate the process of creating a saturated solution.,0.586705202312138,50-60%,Apply,50-60%
"In a Maths quiz of 30 questions, 2 marks are awarded for each correct answer and –1 mark is awarded for each incorrect answer. Shriya’s 25 answers were correct and the remaining answers were wrong. Which of these should be her score?",Mathematics,7,Integers,318,75,-0.350202429433114,Multiplication of two integers,Find the area of a square.,0.586666666666666,50-60%,Understand,50-60%
Which property of light is responsible for the occurrence of the solar eclipse?,Physics,6,"Light, shadow and reflection",1845,307,-0.348769764431619,Light travels in straight line,State the definition of a perfect cube as a number that can be expressed as the cube of an integer.,0.586319218241042,50-60%,Remember,50-60%
"A teacher asked Tina, Zara and Sona, if a, b and c are three integers and abc is negative, what can be said about the signs of a, b and c?Tina: All of a, b and c can be negative.Zara: One of a, b and c is negative, and the others can be positive.Sona: One of a, b and c is positive, and the others can be negative.Who is correct?",Mathematics,7,Integers,13546,58,-0.348306694268215,Multiplication of three or more negative integers,"Recall the definition of an equation and its components (LHS, RHS, and equal sign).",0.586206896551724,50-60%,Remember,50-60%
Ashu is performing division of a positive integer by a negative integer. Which of the following methods is correct?,Mathematics,7,Integers,2742,87,-0.348306694268215,Division of integers by non zero integer,"Solve problems involving different quantities, using the correct order of numbers and ensuring the ratio is simplified to its simplest form.",0.586206896551724,50-60%,Apply,50-60%
"Over the period of 7 days, the highest rainfall in a city was on Wednesday and the least was on Sunday. If the range of the rainfall over this period is 12.5 mm and the rainfall on Wednesday was 18.5 mm, what was the rainfall on Sunday?",Mathematics,7,Data Handling,4888,29,-0.348306694268215,Definition of range of the observations,Define the reciprocal of a fraction.,0.586206896551724,50-60%,Remember,50-60%
What is the numerical coefficient of the term 5p³q² in the algebraic expression – 3pq + 5p³q² – 2pq³ ?,Mathematics,7,Algebraic Expressions,2797,29,-0.348306694268215,Definition of the coefficient of a term,"Explain the significance of estimating the shaded part of an area in percentage, as it provides a quick way to compare quantities visually.",0.586206896551724,50-60%,Understand,50-60%
