question_text,Subject,grade,chapter,question_id,total_attempt,3PL,learning_unit,learning_objective,competency_score,competency_score_range,Bloom_tag,Predicted_competency_score_range
"Consider the given figure,If ABCD is a kite then,",Mathematics,8,Understanding Quadrilaterals,10755,17,-0.606135803570315,Definition of kite,Explain the meaning of terms in an algebraic expression and how they are formed.,0.647058823529411,60-70%,Understand,30-40%
"In a classroom demonstration, two observations about the image of a toy car in two different trials are recorded in the table.Apply your understanding to determine which of the following options is correctly paired.",Physics,7,Light,20930,17,-0.606135803570315,Types of images,Students will demonstrate the effects of changes in abiotic factors on a given ecosystem through illustrations or simulations.,0.647058823529411,60-70%,Apply,40-50%
"In an activity, a student needs to identify the poles of magnet 1, which are labelled as A and B. When another magnet 2 is brought closer to magnet 1, they start to repel each other as shown in the image. What conclusion can be drawn based on the given observation?",Physics,6,Fun with magnets ,17451,17,-0.606135803570315,Identification of poles of different magnets,Recall the long division method and the steps involved in dividing large whole numbers.,0.647058823529411,60-70%,Remember,10-20%
The bar graph below shows the number of people who auditioned for a play.Each bar in the graph represents ___________.,Mathematics,6,Data Handling,18114,14,-0.587786664902119,Definition of bar graph,Recall the definition of simplest (or lowest) form of a fraction.,0.642857142857142,60-70%,Remember,60-70%
What is the defining characteristic of an expression that differentiates it from an equation?,Mathematics,6,Algebra,5653,14,-0.587786664902119,Difference between equation and algebraic expression,"Create a bar graph based on given data, accurately selecting categories, scaling the axes and drawing bars.",0.642857142857142,60-70%,Apply,60-70%
"If 3.125 × 8.6 = 26.875, then find the value of 31.25 × 86.",Mathematics,7,Fractions and Decimals,9980,14,-0.587786664902119,Multiplication of decimal number by a whole number,Analyse the multiplication process of multiple negative integers and identify the patterns in the resulting sign.,0.642857142857142,60-70%,Analyse,60-70%
Match the following:,Mathematics,6,Understanding Elementary Shapes,18008,14,-0.587786664902119,Definition of an obtuse angled triangle,Identify perpendicular bisector in the given figures.,0.642857142857142,70-80%,Apply,70-80%
Match the following:,Mathematics,7,Data Handling,18008,14,-0.587786664902119,Definition of median of the data,Verify that the product of decimal numbers by multiples of 10 in order to infer the right shift in decimal point.,0.642857142857142,60-70%,Evaluate,70-80%
Match the following:,Mathematics,7,Data Handling,18008,14,-0.587786664902119,Definition of median of the data,Verify that the product of decimal numbers by multiples of 10 in order to infer the right shift in decimal point.,0.642857142857142,40-50%,Evaluate,70-80%
Match the following:,Mathematics,7,Comparing Quantities,18008,14,-0.587786664902119,Conversion of fractional numbers to percentage,Classify whether the given pair of angles are complementary.,0.642857142857142,70-80%,Apply,70-80%
Match the following:,Mathematics,7,Comparing Quantities,18008,14,-0.587786664902119,Conversion of fractional numbers to percentage,Find the complement of the given angle.,0.642857142857142,40-50%,Understand,60-70%
Match the following:,Mathematics,7,Comparing Quantities,18008,14,-0.587786664902119,Conversion of fractional numbers to percentage,Find the complement of the given angle.,0.642857142857142,60-70%,Understand,60-70%
Match the following:,Mathematics,7,Comparing Quantities,18008,14,-0.587786664902119,Conversion of fractional numbers to percentage,Find the complement of the given angle.,0.642857142857142,80-90%,Understand,60-70%
Match the following:,Mathematics,7,Comparing Quantities,18008,14,-0.587786664902119,Conversion of fractional numbers to percentage,Define complementary angles.,0.642857142857142,50-60%,Remember,50-60%
Match the following:,Mathematics,7,Algebraic Expressions,18008,14,-0.587786664902119,Evaluation of algebraic expressions,"Analyse the impact of changes in principal, interest rate and time on the calculated simple interest amount.",0.642857142857142,60-70%,Analyse,70-80%
Match the following:,Mathematics,7,Algebraic Expressions,18008,14,-0.587786664902119,Evaluation of algebraic expressions,"Calculate the simple interest earned or paid on a given principal amount, interest rate and time period.",0.642857142857142,60-70%,Apply,70-80%
Match the following:,Mathematics,7,Algebraic Expressions,18008,14,-0.587786664902119,Evaluation of algebraic expressions,"Calculate the simple interest earned or paid on a given principal amount, interest rate and time period.",0.642857142857142,70-80%,Apply,70-80%
Match the following:,Mathematics,7,Algebraic Expressions,18008,14,-0.587786664902119,Evaluation of algebraic expressions,"Calculate the simple interest earned or paid on a given principal amount, interest rate and time period.",0.642857142857142,60-70%,Apply,70-80%
Match the following:,Mathematics,7,Algebraic Expressions,18008,14,-0.587786664902119,Evaluation of algebraic expressions,"Explain the concept of simple interest and how it is calculated based on the principal amount, interest rate, and time period.",0.642857142857142,60-70%,Understand,60-70%
Match the following:,Mathematics,8,Algebraic expressions and identities,18008,14,-0.587786664902119,Algebraic identity for (a+b)^2,Find unknown angles of a quadrilateral using angle sum property of a quadrilateral for various types of quadrilateral.,0.642857142857142,70-80%,Apply,70-80%
Match the following:,Biology,6,Getting to know plants ,18008,14,-0.587786664902119,"Modification of Stem - Storage of Food, Support, Manufacturing Food",Demonstrate the repulsion and attraction between different poles of magnets using a simple experiment.,0.642857142857142,50-60%,Apply,70-80%
Write the coefficient of x2 in the following:(i) 3x3 + 2x2 + 5x + 1(ii) 4x2 − 7x + 2(iii) 1 − 7x2 + 2x3,Mathematics,7,Algebraic Expressions,20517,14,-0.587786664902119,Definition of the coefficient of a term,Recall that percentages can be converted to decimals by dividing the percentage value by 100.,0.642857142857142,60-70%,Remember,30-40%
The number of dots in the above representation is given by,Mathematics,8,Algebraic expressions and identities,15070,14,-0.587786664902119,Visual representation of multiplication of algebraic expressions,Find unknown angles of a pentagon using angle sum property of a pentagon for various types of pentagon.,0.642857142857142,60-70%,Apply,30-40%
Which method is not a common way to determine if an object is in motion?,Physics,6,Motion and Measurement ,16938,14,-0.587786664902119,Comparison of object in the State of rest vs State of Motion,Solve real-world problems that necessitate the multiplication of three or more monomials.,0.642857142857142,60-70%,Apply,60-70%
"Four men (V, W, X and Y) and four kids (P, Q, R and S) are using their feet to measure a beam's length. However, they discovered that two men (V and Y) and two kids (Q and S) have the same foot size, while the others have different foot sizes. Select which of the following combinations will produce identical measurements. ",Physics,6,Motion and Measurement ,4165,14,-0.587786664902119,Measurement of length using non-standard devices,Distinguish between the largest and smallest numbers that can be formed from a given set of digits and explain the reasoning.,0.642857142857142,60-70%,Analyse,60-70%
